こんにちは。	こんにちは。	Hello.	Note: When は is used as a particle (more on this later), it is pronounced as wa.	[sound:1.mp3]
この面白い音楽を聞いてください。	この 面白[おもしろ]い 音楽[おんがく]を 聞[き]いてください。	聞いてください: please listen (polite request of verb)	Note: depending on context, the verb 聞きます can mean "ask" instead of "listen."	[sound:208.mp3]
明日、私の家に来てください。	明日[あした]、 私[わたし]の 家[いえ]に 来[き]てください。	来てください: please come (polite request verb)		[sound:209.mp3]
博ちゃん、明日学校に来てください。	博[ひろし]ちゃん、 明日[あした] 学校[がっこう]に 来[き]てください。	学校: school		[sound:210.mp3]
大丈夫ですよ！すぐ行きます。	大丈夫[だいじょうぶ]ですよ！すぐ 行[い]きます。	すぐ:soon		[sound:211.mp3]
今日は鈴木さんに会います。	今日[きょう]は 鈴木[すずき]さんに 会[あ]います。	会います: will meet (polite)		[sound:212.mp3]
昨日お母さんに会いませんでした。	昨日[きのう]お 母[かあ]さんに 会[あ]いませんでした。	お母さん: mother	Note: The use is polite when referring to someone else's mother. The use is casual when referring to your own mother.	[sound:213.mp3]
何でお母さんに会いませんでしたか。	何[なん]でお 母[かあ]さんに 会[あ]いませんでしたか。	何で: why (casual)		[sound:214.mp3]
寂しいお母さんに会ってください。	寂[さび]しいお 母[かあ]さんに 会[あ]ってください。	寂しい: lonely		[sound:215.mp3]
この難しい漢字を読んでください。	この 難[むずか]しい 漢字[かんじ]を 読[よ]んでください。	漢字: kanji		[sound:216.mp3]
何で宿題が嫌い？	何[なん]で 宿題[しゅくだい]が 嫌[きら]い？	宿題: homework		[sound:217.mp3]
家で宿題をしてください！	家[いえ]で 宿題[しゅくだい]をしてください！	してください: please do (polite request verb)		[sound:218.mp3]
夜に何を食べますか。	夜[よる]に 何[なに]を 食[た]べますか。	夜: night		[sound:219.mp3]
夜に魚を食べてください。	夜[よる]に 魚[さかな]を 食[た]べてください。	魚: fish		[sound:220.mp3]
美味しい魚をゆっくり食べてください。	美味[おい]しい 魚[さかな]をゆっくり 食[た]べてください。	ゆっくり: leisurely, unhurriedly		[sound:221.mp3]
今週家に帰ってください。	今週[こんしゅう] 家[いえ]に 帰[かえ]ってください。	今週: this week		[sound:222.mp3]
来年新しいペンを買ってください。	来年[らいねん] 新[あたら]しいペンを 買[か]ってください。	来年: next year		[sound:223.mp3]
これを飲んでもいいですか。	これを 飲[の]んでもいいですか。	飲んでもいいですか: may I drink... (polite permission request)		[sound:224.mp3]
あの魚を食べてもいいですか。	あの 魚[さかな]を 食[た]べてもいいですか。	食べてもいいですか: may I eat... (polite permission request)	Note: the も is sometimes dropped	[sound:225.mp3]
私の映画を見てもいいです。	私[わたし]の 映画[えいが]を 見[み]てもいいです。	見てもいいです: you may see... (polite permission granted)		[sound:226.mp3]
この怖い映画を買ってもいいですよ。	この 怖[こわ]い 映画[えいが]を 買[か]ってもいいですよ。	買ってもいいです: you may buy... (polite permission granted)		[sound:227.mp3]
どんなテレビゲームが好き？	どんなテレビゲームが 好[す]き？	テレビゲーム: video game	どんな: what kind	[sound:228.mp3]
いつテレビゲームをやりますか。	いつテレビゲームをやりますか。	やります: to do (polite)	Note: similar to します and extremely versatile)	[sound:229.mp3]
後でテレビゲームをやってもいい？	後[あと]でテレビゲームをやってもいい？	後で: after/later	Note: depending on context, can also be used without the で particle.	[sound:230.mp3]
あの店に行ってはいけませんよ！	あの 店[みせ]に 行[い]ってはいけませんよ！	行ってはいけません: you may not go (polite)	Note: depending on context, てはいけません is also a strong "you shouldn't..."	[sound:231.mp3]
ここでテニスをしてはいけません！	ここでテニスをしてはいけません！	してはいけません: you may not do (polite)		[sound:232.mp3]
日本の電車は楽しい？	日本[にほん]の 電車[でんしゃ]は 楽[たの]しい？	電車: train		[sound:233.mp3]
すぐ電車に乗りません。	すぐ 電車[でんしゃ]に 乗[の]りません。	乗りません: will not ride (polite)		[sound:234.mp3]
この電車に乗ってはいけません。	この 電車[でんしゃ]に 乗[の]ってはいけません。	乗ってはいけません: may not ride (polite)		[sound:235.mp3]
友達の家に行って映画を見ます。	友達[ともだち]の 家[いえ]に 行[い]って 映画[えいが]を 見[み]ます。	行って: will go to and ... (て/で conjugations connect two full sentences)		[sound:236.mp3]
一時に水を飲んで本を読みます。	一時[いちじ]に 水[みず]を 飲[の]んで 本[ほん]を 読[よ]みます。	飲んで：will drink and... (て/で conjugations connect two full sentences)		[sound:237.mp3]
お父さんに会って一緒に食べます。	お 父[とう]さんに 会[あ]って 一緒[いっしょ]に 食[た]べます。	お父さん: father	Note: The use is polite when referring to someone else's father. The use is casual when referring to your own father.	[sound:238.mp3]
日本に行きません。高いから。	日本[にほん]に 行[い]きません。 高[たか]いから。	から: Because (usually appears at the end of a sentence).	Note: explains the reason for the situation that preceded it.	[sound:239.mp3]
一時間友達を待ちます。	一時間[いちじかん] 友達[ともだち]を 待[ま]ちます。	待ちます: will wait (polite)		[sound:240.mp3]
学校に行って先生を待ちます。	学校[がっこう]に 行[い]って 先生[せんせい]を 待[ま]ちます。	先生: teacher		[sound:241.mp3]
彼の会社の前です。いつまで待ちますか。	彼[かれ]の 会社[かいしゃ]の 前[まえ]です。いつまで 待[ま]ちますか。	会社: company		[sound:242.mp3]
映画をたくさん見ます。お金がありますから。	映画[えいが]をたくさん 見[み]ます。お 金[かね]がありますから。	お金: money	Note: some add an お at the beginning either for politeness or smoothness of a sentence.<br>So 金 by itself also means money.	[sound:243.mp3]
お金がありません。仕事がありませんから。	お 金[かね]がありません。 仕事[しごと]がありませんから。	仕事: job		[sound:244.mp3]
次の映画を見ましょうか。	次[つぎ]の 映画[えいが]を 見[み]ましょうか。	次: next		[sound:245.mp3]
次の電車を待ちません。時間がありませんから。	次[つぎ]の 電車[でんしゃ]を 待[ま]ちません。 時間[じかん]がありませんから。	時間: time	Note: When a number isn't attached to the beginning, it means time, and not hours.	[sound:246.mp3]
これを見てください。面白いですよ！	これを 見[み]てください。 面白[おもしろ]いですよ！	見てください: please watch (polite request verb		[sound:247.mp3]
日本の本を毎日読みません。	日本[にほん]の 本[ほん]を 毎日[まいにち] 読[よ]みません。	毎日: every day		[sound:248.mp3]
一月に新しい家を買います。	一月[いちがつ]に 新[あたら]しい 家[いえ]を 買[か]います。	一月: January	Note: Number + Moon (月) = Calendar month	[sound:249.mp3]
上を見てください。月がとても綺麗ですから。	上[うえ]を 見[み]てください。 月[つき]がとても 綺麗[きれい]ですから。	月：moon		[sound:250.mp3]
